id,imagemUrl,titulo,tipoObra,temas_filtrados
20205,https://acervo-portinari.s3.sa-east-1.amazonaws.com/8f564f0539023d47c5892fd5fb262a9b.jpeg,Meninos Soltando Pipas,Pintura,"Paisagem, Deserto"
20212,https://acervo-portinari.s3.sa-east-1.amazonaws.com/0748b244e2d7d46428a66f2c66671df1.jpeg,Paisagem,Pintura,"Paisagem, Campo"
20234,https://acervo-portinari.s3.sa-east-1.amazonaws.com/bd7deb5c4ed00cc59e66c61ce172fbc3.jpeg,Arrastão,Pintura,"Cenas de trabalho, Trabalhadores"
20244,https://acervo-portinari.s3.sa-east-1.amazonaws.com/1751731c1fe3a3b85c86075e4f7d8d60.jpeg,Marinha,Pintura,"Paisagem, Marinha"
20259,https://acervo-portinari.s3.sa-east-1.amazonaws.com/d2f03fdf1b3b09fb158500c3f4fa4ac6.jpeg,Cangaceiro,Pintura,"Cenas de trabalho, Cultura de cana"
20276,https://acervo-portinari.s3.sa-east-1.amazonaws.com/5ecbb6e74ff6b52a64a66dfbb908a98d.jpeg,Peneirando Café,Pintura,"Cenas de trabalho, Cultura de café, Trabalhadores"
20336,https://acervo-portinari.s3.sa-east-1.amazonaws.com/f04a9145b5f3f04a34c724794f525a21.jpeg,Brasil,Pintura,Cenas Históricas
20337,https://acervo-portinari.s3.sa-east-1.amazonaws.com/30c150748d879279fad03aaad2769011.jpeg,Camponeses,Pintura,Trabalhadores
20373,https://acervo-portinari.s3.sa-east-1.amazonaws.com/3ba2f057b3314fdd58b85389e3c1fe74.jpeg,Menino com Carneiro,Pintura,"Paisagem, Campo"
20374,https://acervo-portinari.s3.sa-east-1.amazonaws.com/27de05b65d611e85eb3e662413637df4.jpeg,Negras da Bahia,Pintura,"Festas populares, Paisagem, Morro"
20375,https://acervo-portinari.s3.sa-east-1.amazonaws.com/d54257d4262a71477d1ed18fe01c8ab1.jpeg,Meninos no Balanço,Pintura,"Paisagem, Brodowski"
20414,https://acervo-portinari.s3.sa-east-1.amazonaws.com/8dcfd10e8029bf714e748b4e64539cfa.jpeg,Favela,Pintura,"Favela, Paisagem, Morro, Rio de Janeiro"
